view,column,role,evidence_level,include,missing_strategy,note
hm_op,"measured_9,10-Cl2Phe_ngg",measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,"missing_9,10-Cl2Phe_ngg",missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_9-ClAnt_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_9-ClAnt_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_9-ClPhe_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_9-ClPhe_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_ANAPs_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_ANAPs_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_APHEs_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_APHEs_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_A_HCH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_A_HCH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_Ant_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_Ant_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_Ant_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_Ant_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_AntiDP_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_AntiDP_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_B_HCH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_B_HCH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_BaA_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_BaA_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_BaA_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_BaA_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_BaP_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_BaP_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_BaP_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_BaP_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_BaPeq_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_BaPeq_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_Benz_a_anthracene_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_Benz_a_anthracene_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_Benz_a_pyrene_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_Benz_a_pyrene_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_Benz_b_fluoranthene_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_Benz_b_fluoranthene_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_Benz_e_pyrene_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_Benz_e_pyrene_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_Benz_ghi_perylene_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_Benz_ghi_perylene_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_Benz_k_fluoranthene_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_Benz_k_fluoranthene_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_Benzene_ugkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_Benzene_ugkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_BghiP_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_BghiP_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_BghiP_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_BghiP_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_C10C40_TPH_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_C10C40_TPH_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_C1FLU_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_C1FLU_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_C1PYR_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_C1PYR_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_C5C10_TPH_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_C5C10_TPH_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_Chlorpyrifos_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_Chlorpyrifos_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_Chr_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_Chr_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_Chr_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_Chr_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_DDT_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_DDT_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_D_HCH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_D_HCH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_DichloroBiphenyl_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_DichloroBiphenyl_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_Flu_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_Flu_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_Flu_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_Flu_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_G_HCH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_G_HCH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_HCBD_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_HCBD_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_HCB_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_HCB_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_HCB_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_HCB_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_HMWPAH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_HMWPAH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_IcdP_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_IcdP_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_LMWPAH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_LMWPAH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_MMWPAH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_MMWPAH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_Nap_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_Nap_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_Nap_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_Nap_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_OCP_SumDDT_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_OCP_SumDDT_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_OCP_SumHCH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_OCP_SumHCH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PAH4_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PAH4_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PAH_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PAH_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PAHs_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PAHs_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PBDE209_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PBDE209_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB101_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB101_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB101_ugkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB101_ugkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB105_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB105_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB114_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB114_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB118_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB118_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB118_ugkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB118_ugkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB123_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB123_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB126_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB126_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB138_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB138_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB138_ugkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB138_ugkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB141_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB141_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB149_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB149_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB153_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB153_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB153_ugkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB153_ugkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB156_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB156_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB157_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB157_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB167_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB167_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB169_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB169_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB170_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB170_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB180_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB180_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB180_ugkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB180_ugkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB185_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB185_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB189_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB189_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB18_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB18_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB194_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB194_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB20_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB20_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB28_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB28_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB28_ugkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB28_ugkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB31_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB31_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB44_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB44_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB52_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB52_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB52_ugkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB52_ugkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB66_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB66_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB70_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB70_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB74_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB74_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB77_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB77_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB81_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB81_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB87_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB87_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB99_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB99_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PCB_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PCB_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PFOA_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PFOA_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_PFOS_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_PFOS_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_Phe_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_Phe_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_Phe_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_Phe_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_Pyr_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_Pyr_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_Pyr_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_Pyr_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_R_HCH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_R_HCH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_Spiked_Phe_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_Spiked_Phe_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_Sum15PAH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_Sum15PAH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_Sum16PAH_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_Sum16PAH_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_Sum16PAH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_Sum16PAH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_Sum26alkylPAH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_Sum26alkylPAH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_Sum47PAH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_Sum47PAH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_Sum7PAH_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_Sum7PAH_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_Sum7PAH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_Sum7PAH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_SumAPAH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_SumAPAH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_SumAntibiotics_QU_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_SumAntibiotics_QU_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_SumAntibiotics_SA_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_SumAntibiotics_SA_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_SumAntibiotics_TC_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_SumAntibiotics_TC_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_SumAntibiotics_ugkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_SumAntibiotics_ugkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_SumBPAH_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_SumBPAH_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_SumDDT_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_SumDDT_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_SumDDTs_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_SumDDTs_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_SumDDTs_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_SumDDTs_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,measured_SumHCH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
hm_op,missing_SumHCH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
