view,column,role,evidence_level,include,missing_strategy,note
risk,measured_PCB138_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB138_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB138_ugkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB138_ugkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB141_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB141_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB149_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB149_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB153_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB153_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB153_ugkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB153_ugkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB156_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB156_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB157_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB157_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB167_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB167_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB169_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB169_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB170_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB170_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB180_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB180_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB180_ugkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB180_ugkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB185_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB185_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB189_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB189_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB18_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB18_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB194_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB194_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB20_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB20_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB28_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB28_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB28_ugkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB28_ugkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB31_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB31_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB44_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB44_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB52_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB52_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB52_ugkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB52_ugkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB66_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB66_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB70_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB70_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB74_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB74_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB77_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB77_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB81_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB81_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB87_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB87_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB99_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB99_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PCB_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PCB_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PFOA_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PFOA_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_PFOS_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_PFOS_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_Phe_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_Phe_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_Phe_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_Phe_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_Pyr_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_Pyr_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_Pyr_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_Pyr_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_R_HCH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_R_HCH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_Spiked_Phe_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_Spiked_Phe_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_Sum15PAH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_Sum15PAH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_Sum16PAH_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_Sum16PAH_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_Sum16PAH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_Sum16PAH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_Sum26alkylPAH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_Sum26alkylPAH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_Sum47PAH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_Sum47PAH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_Sum7PAH_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_Sum7PAH_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_Sum7PAH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_Sum7PAH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_SumAPAH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_SumAPAH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_SumAntibiotics_QU_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_SumAntibiotics_QU_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_SumAntibiotics_SA_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_SumAntibiotics_SA_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_SumAntibiotics_TC_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_SumAntibiotics_TC_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_SumAntibiotics_ugkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_SumAntibiotics_ugkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_SumBPAH_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_SumBPAH_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_SumDDT_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_SumDDT_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_SumDDTs_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_SumDDTs_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_SumDDTs_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_SumDDTs_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_SumHCH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_SumHCH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_SumHCHs_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_SumHCHs_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_SumHCHs_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_SumHCHs_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_SumHMWPAH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_SumHMWPAH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_SumLMWPAH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_SumLMWPAH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_SumMMWPAH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_SumMMWPAH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_SumOCP_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_SumOCP_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_SumOPAH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_SumOPAH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_SumPAH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_SumPAH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_SumPBDE_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_SumPBDE_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_SumPBDE_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_SumPBDE_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_SumPCB_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_SumPCB_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_SumPCB_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_SumPCB_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_Sum_PAH_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_Sum_PAH_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_Sum_PAH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_Sum_PAH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_Sum_PAH_range_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_Sum_PAH_range_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_Sum_PAH_range_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_Sum_PAH_range_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_Sum_PCB_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_Sum_PCB_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_SumcPAH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_SumcPAH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_TPH_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_TPH_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_TPH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_TPH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_TPHs_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_TPHs_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_TotalOCP_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_TotalOCP_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_TotalPCB_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_TotalPCB_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_Tph_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_Tph_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_c_HCH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_c_HCH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_o_p_DDD_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_o_p_DDD_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_o_p_DDE_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_o_p_DDE_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_o_p_DDT_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_o_p_DDT_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_p_p_DDD_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_p_p_DDD_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_p_p_DDE_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_p_p_DDE_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,measured_p_p_DDT_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,missing_p_p_DDT_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
risk,label_risk_source,label,DERIVED,Y,compute_later,
production,row_uid,id,MEASURED,Y,keep,
production,dataset_view,metadata,DERIVED,Y,keep,
production,source_dataset,metadata,DERIVED,Y,keep,
production,source_file_sha256,metadata,DERIVED,Y,keep,
production,is_synthetic,metadata,DERIVED,Y,keep,
production,evidence_level,metadata,DERIVED,Y,keep,
production,simulation_batch_id,metadata,DERIVED,Y,keep,
production,generation_rule_version,metadata,DERIVED,Y,keep,
production,id_DOI,id,MEASURED,Y,keep,
production,id_Source,id,MEASURED,Y,keep,
production,id_SampleID,id,MEASURED,Y,keep,
production,covariate_Province,covariate,MEASURED,Y,keep,
production,covariate_City,covariate,MEASURED,Y,keep,
production,covariate_Region,covariate,MEASURED,Y,keep,
production,covariate_Latitude,covariate,MEASURED,Y,keep,
production,covariate_Longitude,covariate,MEASURED,Y,keep,
production,covariate_LandUse,covariate,MEASURED,Y,keep,
production,covariate_Pollution_Type,covariate,MEASURED,Y,keep,
production,covariate_SamplingYear,covariate,MEASURED,Y,keep,
production,covariate_Year,covariate,MEASURED,Y,keep,
production,covariate_Country,covariate,MEASURED,Y,keep,
production,covariate_pH_merged,covariate,MEASURED,Y,keep,
production,covariate_SoilpH,covariate,MEASURED,Y,keep,
production,covariate_pH,covariate,MEASURED,Y,keep,
production,covariate_OC_pct,covariate,MEASURED,Y,keep,
production,covariate_SoilBD_gcm3,covariate,MEASURED,Y,keep,
production,covariate_CEC_cmolkg,covariate,MEASURED,Y,keep,
production,covariate_Sand_pct,covariate,MEASURED,Y,keep,
production,covariate_Silt_pct,covariate,MEASURED,Y,keep,
production,covariate_Clay_pct,covariate,MEASURED,Y,keep,
production,covariate_SoilTexture,covariate,MEASURED,Y,keep,
production,covariate_SoilType,covariate,MEASURED,Y,keep,
production,covariate_Province_std,covariate,MEASURED,Y,keep,
production,covariate_LandUse_std,covariate,MEASURED,Y,keep,
production,covariate_Pollution_Type_std,covariate,MEASURED,Y,keep,
production,measured_Cd_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,missing_Cd_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,measured_Pb_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,missing_Pb_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,measured_As_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,missing_As_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,measured_Cu_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,missing_Cu_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,measured_Zn_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,missing_Zn_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,measured_Ni_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,missing_Ni_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,measured_Cr_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,missing_Cr_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,measured_Hg_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,missing_Hg_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,measured_1-ClPyr_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,missing_1-ClPyr_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,measured_2MANT_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,missing_2MANT_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,"measured_3,9-Cl2Phe_ngg",measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,"missing_3,9-Cl2Phe_ngg",missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,measured_3-ClFlu_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,missing_3-ClFlu_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,measured_6-ClBaP_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,missing_6-ClBaP_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,measured_7-ClBaA_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,missing_7-ClBaA_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,measured_7MBaP_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,missing_7MBaP_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,measured_8-ClFlu_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,missing_8-ClFlu_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,"measured_9,10-Cl2Ant_1,9-Cl2Phe_ngg",measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,"missing_9,10-Cl2Ant_1,9-Cl2Phe_ngg",missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,"measured_9,10-Cl2Phe_ngg",measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,"missing_9,10-Cl2Phe_ngg",missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,measured_9-ClAnt_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,missing_9-ClAnt_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,measured_9-ClPhe_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,missing_9-ClPhe_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,measured_ANAPs_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,missing_ANAPs_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,measured_APHEs_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,missing_APHEs_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,measured_A_HCH_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,missing_A_HCH_ngg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,measured_Ant_mgkg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,missing_Ant_mgkg,missing_indicator,DERIVED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
production,measured_Ant_ngg,measured,MEASURED,Y,keep,未观测值保留为空; 下游训练只允许 train 内插补
